customerID,gender,SeniorCitizen,PhoneService,MultipleLines,DeviceProtection,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2777,0,0,1,2,1,0,1,0.06666666666666665,6.796041289352136,0
4208,0,0,1,2,2,1,1,0.8880597014925372,8.968740037311406,0
295,0,0,1,2,2,1,2,0.818407960199005,8.456827286129794,0
832,1,0,1,2,0,1,0,0.7129353233830846,8.603499319776505,0
358,1,0,0,1,2,0,0,0.2373134328358209,7.993619994827744,0
374,0,0,1,0,2,1,1,0.3597014925373134,6.863907879201861,0
4034,0,0,1,2,0,0,2,0.7577114427860697,6.7537295913430295,1
3600,0,0,1,0,0,1,2,0.5676616915422885,5.497577977398914,0
6079,1,0,1,2,0,1,2,0.6034825870646766,8.202578332390305,0
2376,0,0,1,0,2,0,3,0.6064676616915423,7.822925383187589,0
2210,0,0,1,0,1,0,0,0.018905472636815884,6.8361518601224445,0
5252,1,0,1,0,2,1,3,0.6129353233830845,6.788239492980574,0
1561,1,0,1,0,0,0,3,0.30646766169154227,3.892840186011372,0
501,0,0,1,0,1,1,2,0.021393034825870627,6.994529127764175,0
1271,1,1,1,2,2,1,0,0.9288557213930347,8.867709208039386,0
5686,1,0,1,2,1,1,0,0.05970149253731341,7.261646351544253,0
3985,0,0,1,0,0,1,0,0.46019900497512434,5.178407069875479,0
1834,0,1,1,2,2,0,2,0.917910447761194,8.722498584600567,0
4540,0,0,1,0,0,0,1,0.37213930348258706,7.896868871894053,0
3961,0,0,1,0,0,0,3,0.3621890547263681,6.178462651785838,0
108,1,1,1,0,0,1,2,0.5621890547263682,7.655059150494037,0
2725,0,0,1,2,1,1,1,0.07611940298507458,7.103815361886605,0
4181,0,0,1,0,0,1,2,0.607960199004975,4.373868446972418,1
5755,0,0,0,1,0,0,2,0.32139303482587056,6.337445008381255,0
6477,0,0,1,0,2,1,0,0.5661691542288557,6.208388798608275,1
6978,0,0,1,0,2,1,0,0.8512437810945274,8.372745287050364,0
202,0,0,1,0,1,1,0,0.018905472636815884,6.880743729735287,0
3092,1,0,1,2,0,1,1,0.8064676616915423,6.823014050527046,0
3367,0,0,1,0,0,1,0,0.43681592039800987,7.703210822115863,0
1257,0,0,1,0,1,0,0,0.023880597014925342,6.963189985870238,0
1917,0,0,1,0,1,1,3,0.01691542288557213,6.832061434612937,0
2099,1,0,0,1,0,0,3,0.154228855721393,6.9169627597330505,0
3336,1,0,1,0,2,0,0,0.6348258706467661,7.851738995873041,0
1662,1,1,1,0,0,0,2,0.5616915422885572,4.3134800921387715,0
5127,1,0,1,2,2,1,3,0.654228855721393,8.650718334021228,0
4295,0,0,1,2,2,1,1,0.9233830845771144,8.868835492826895,0
6934,1,0,1,2,2,1,0,0.8223880597014926,8.917183339244133,0
6088,0,0,1,2,0,1,2,0.6039800995024875,6.832331056335296,1
6897,1,0,1,2,0,1,1,0.4835820895522387,8.465626175359802,0
173,1,0,1,0,1,0,3,0.027860696517412936,4.734881792509748,1
2244,1,0,1,0,1,0,0,0.027363184079601977,7.009589584863405,0
3199,0,1,1,0,2,1,2,0.7985074626865671,7.82982925561202,1
4520,1,0,1,0,1,0,3,0.019402985074626844,3.005682604407159,0
2569,0,0,1,0,1,0,2,0.011940298507462671,2.9678470700644555,0
5054,1,0,1,2,2,0,0,0.763681592039801,8.190243471376439,0
3826,0,1,0,1,2,0,0,0.2716417910447761,8.015409895634475,0
2228,1,0,1,2,2,1,0,0.9129353233830845,8.93746152249408,1
4376,1,0,0,1,0,0,3,0.06019900497512437,4.607168188650764,0
4772,0,0,1,2,0,1,2,0.854726368159204,8.89604734809811,0
6852,0,0,0,1,0,0,3,0.11840796019900496,6.8326545064728865,0
6056,1,0,1,2,0,0,3,0.7572139303482587,8.274178510459615,0
1965,1,0,1,0,1,0,1,0.011442786069651711,7.217626833806171,0
327,1,0,1,2,0,1,2,0.7810945273631841,8.56386683161391,1
3164,0,0,1,0,2,0,1,0.3950248756218906,8.020352652216909,0
4045,0,0,1,0,2,1,2,0.7303482587064677,8.282508294255468,0
3410,0,1,1,2,0,1,2,0.5796019900497512,7.961422501607078,1
3726,0,0,0,1,0,1,2,0.36169154228855727,8.138418698561118,0
2138,1,0,1,0,0,0,2,0.7124378109452736,5.515040350059324,0
6721,0,0,0,1,0,0,0,0.127363184079602,7.026737595214002,0
3754,0,0,1,2,0,1,2,0.8159203980099502,6.970401385632408,1
5950,0,0,1,0,1,0,3,0.023880597014925342,6.727611349435956,0
6633,1,0,1,2,0,1,1,0.6661691542288557,7.673967030399088,0
745,0,0,1,2,2,1,1,0.8114427860696517,8.61530852400709,0
2028,0,0,1,0,1,0,3,0.024378109452736302,4.725172978382788,0
274,1,0,1,2,0,1,2,0.5587064676616916,5.436120870695231,1
4597,0,0,1,0,0,0,3,0.32288557213930347,5.858932654816543,0
5120,0,0,1,0,1,0,3,0.025870646766169153,4.141546163706395,0
3213,1,0,1,0,0,1,2,0.7034825870646766,8.015542020029786,0
3071,0,1,1,2,2,1,2,0.5950248756218905,7.666456090281521,1
4784,1,0,1,2,1,1,0,0.0527363184079602,7.452373448482877,0
2754,1,0,1,0,1,0,3,0.014925373134328346,2.9831534913471307,0
1806,1,1,0,1,0,1,2,0.3800995024875622,8.290380416727643,0
1986,0,0,1,2,0,1,2,0.6736318407960199,7.103034192148042,0
4393,0,0,0,1,2,1,1,0.4014925373134328,7.314985495036968,1
6047,1,0,1,0,0,0,0,0.32139303482587056,8.089513148736916,0
2154,1,0,0,1,0,1,2,0.17114427860696518,3.5681232529781366,1
1631,1,0,1,0,0,0,2,0.25970149253731345,4.3975308212098465,1
5528,0,0,1,2,1,1,1,0.07412935323383085,7.080194835921641,0
5559,0,0,1,0,0,1,0,0.5646766169154228,7.48352559138851,0
2650,0,0,1,0,1,0,3,0.019402985074626844,7.1528559976483885,0
4400,1,0,1,0,1,1,3,0.013432835820895522,7.065229002806327,0
262,0,1,1,0,0,1,3,0.5194029850746269,4.254903238344689,1
2192,0,1,1,2,2,1,1,0.6945273631840796,8.768053071961528,0
2856,0,0,1,2,0,0,2,0.5263681592039802,6.3344334914905405,1
751,0,0,1,2,0,1,0,0.8238805970149253,8.694711564704171,0
1804,1,0,1,2,0,1,1,0.6572139303482587,8.573393924604202,0
775,1,1,1,2,1,0,0,0.056716417910447736,7.470907662925895,0
4048,0,0,1,2,0,1,1,0.8039800995024875,8.766659245839522,0
4838,1,0,1,0,1,0,3,0.013432835820895522,4.116595171156921,0
1445,1,0,1,0,0,1,2,0.27263681592039796,3.8210036070409776,1
4561,1,0,1,0,2,0,1,0.46019900497512434,7.565249374827594,0
2414,1,0,1,0,2,1,3,0.5099502487562189,6.97672148344686,0
2656,0,0,1,0,0,1,2,0.5004975124378109,6.3356746264016355,0
2718,1,0,1,2,0,0,3,0.763681592039801,6.4853983032037545,1
1139,0,0,1,2,2,1,1,0.8945273631840797,8.978477669096453,0
6397,1,0,1,0,2,0,2,0.6751243781094527,8.559342304924396,0
2140,0,0,1,0,1,0,3,0.014427860696517386,4.7318028369214575,0
4633,0,0,1,0,0,1,0,0.6233830845771144,7.049949044685312,0
6461,0,0,1,2,0,1,0,0.6557213930348259,7.507662635072334,0
1891,1,0,1,0,1,0,3,0.018905472636815884,6.040016587690148,0
4512,1,0,1,0,2,0,3,0.4577114427860697,6.931471805599453,0
5339,1,0,1,2,1,0,0,0.07412935323383085,5.527840524826286,0
6342,0,0,1,0,0,1,2,0.3756218905472637,6.63928742545416,0
589,0,0,1,2,0,0,2,0.6383084577114428,7.372966191487255,1
3115,0,0,1,0,0,1,2,0.5119402985074627,4.906755163608864,0
3241,1,0,1,2,2,1,0,0.5537313432835821,8.283557287381544,0
2012,0,0,1,0,1,0,3,0.023383084577114438,5.454893673590133,0
4488,1,0,1,0,1,0,3,0.01641791044776117,7.21777353127957,0
2353,0,0,1,0,0,1,0,0.5238805970149254,5.60947179518496,1
4249,1,0,1,2,2,1,0,0.7044776119402985,8.741048489378697,0
2400,1,1,0,1,2,1,2,0.2691542288557213,7.882767646672298,1
794,0,0,1,0,1,0,2,0.021393034825870627,5.772686453303412,0
5426,1,0,1,0,2,1,0,0.6567164179104478,8.171670119274607,0
1268,0,0,1,2,2,1,2,0.8572139303482588,5.492238059185343,1
4770,1,0,1,0,2,0,3,0.6338308457711442,7.074751669673346,0
475,0,0,1,0,2,1,0,0.7621890547263681,8.517233190616258,1
4180,0,0,1,0,1,0,0,0.02288557213930348,6.483947976626108,0
1184,0,0,1,2,1,0,2,0.06417910447761191,6.659550297072556,0
1816,0,1,1,2,0,1,3,0.5592039800995025,7.04377108289958,1
1397,0,1,1,0,0,0,0,0.5791044776119403,6.221782302170192,1
4201,0,0,1,2,2,1,0,0.8666666666666666,7.351960215406232,0
2591,1,0,1,0,1,1,1,0.02288557213930348,7.132497551660044,0
4466,0,0,0,1,0,0,0,0.11641791044776117,3.3995293245614584,1
4653,0,0,1,0,0,0,3,0.2691542288557213,3.8133070324889884,0
6581,1,0,1,2,0,0,0,0.6592039800995024,6.4962469473266875,1
3917,1,0,1,0,2,0,1,0.5621890547263682,7.805189336005987,0
1287,0,0,1,0,2,1,2,0.6069651741293532,7.013600677065478,1
692,0,0,0,1,0,1,2,0.06517412935323383,3.2108436531709366,1
3396,1,0,1,0,0,1,3,0.3338308457711442,6.931325310494569,0
5791,1,0,0,1,0,0,2,0.12089552238805967,4.408546844483277,0
653,0,0,1,0,1,0,2,0.013930348258706454,5.500441550638171,0
5680,0,0,1,2,0,0,1,0.381592039800995,7.774477543887798,0
5037,1,0,1,2,0,1,1,0.5338308457711444,8.062543091204349,0
1694,1,0,1,0,2,1,2,0.7238805970149254,6.274762021241939,1
2072,0,0,1,0,1,0,0,0.014925373134328346,7.226499876885736,0
6805,0,0,1,2,2,0,1,0.9099502487562189,9.003230097973956,0
1453,1,0,1,0,1,0,1,0.010447761194029848,7.083974923584623,0
1778,0,0,1,0,0,1,2,0.7791044776119402,7.5504772093477674,0
6472,1,0,1,2,1,1,0,0.05820895522388059,6.37570601876452,0
4363,1,0,1,2,2,1,2,0.92636815920398,8.782591310627284,0
5152,1,0,1,2,2,1,0,0.9353233830845772,8.992389564998069,0
2543,1,0,1,0,1,0,3,0.02487562189054726,3.0325462466767075,0
6550,0,0,1,0,0,1,1,0.8323383084577115,7.894001085943517,0
6021,0,0,1,0,0,1,1,0.6149253731343283,7.014185222597984,0
2341,1,0,1,2,2,0,2,0.8686567164179103,8.909978246367027,0
4984,1,0,1,0,0,1,1,0.5975124378109452,6.941141697999771,0
6450,1,0,1,0,0,0,1,0.5034825870646765,7.992589754656903,0
5445,0,0,1,0,0,1,0,0.6139303482587065,7.8953801394606185,0
4492,1,0,0,1,2,1,1,0.37014925373134333,8.337875119642057,0
884,1,0,1,0,0,0,2,0.6134328358208956,4.380775852772229,1
5547,0,0,1,0,2,1,2,0.8791044776119402,7.567578327334585,1
929,1,0,1,0,2,1,1,0.8378109452736319,8.802988485019748,0
5556,1,0,1,0,0,1,1,0.2761194029850746,4.436751534363128,1
2937,0,0,0,1,0,0,2,0.06965174129353235,3.228826155721369,0
5084,1,0,1,0,1,0,3,0.014925373134328346,7.024826950567975,0
3294,0,0,1,0,1,0,2,0.01741293532338306,6.291661727864483,0
1716,1,1,1,2,0,0,2,0.682089552238806,7.588753964495258,0
479,0,0,0,1,2,1,0,0.4029850746268656,8.142485196414494,0
6530,1,0,0,1,2,0,1,0.26865671641791045,8.051914382606217,0
138,1,0,0,1,2,1,0,0.381592039800995,8.239910194001379,0
1376,1,0,1,2,2,1,0,0.6562189054726368,8.580074089455438,0
4595,0,0,1,0,0,1,0,0.6144278606965173,6.437111444848978,0
6610,0,0,1,0,0,1,2,0.5164179104477612,5.592292098622838,1
3090,0,0,1,2,1,0,0,0.06467661691542287,7.515834647152018,0
4575,1,0,1,0,1,1,2,0.019402985074626844,3.005682604407159,0
507,1,0,1,0,0,0,3,0.31641791044776113,5.1893392039782915,1
4216,0,0,1,0,1,1,0,0.010945273631840807,5.390668627612223,0
4811,1,0,0,1,0,1,3,0.3218905472636816,7.16142803533117,0
4486,0,0,1,0,2,1,3,0.6258706467661692,7.842180581051775,0
1520,0,0,1,0,0,0,3,0.36766169154228856,4.01096295328305,1
3368,1,0,1,2,0,1,1,0.7129353233830846,7.909544577458438,0
645,0,0,1,2,0,1,1,0.6671641791044776,8.320508983786446,0
1814,1,0,1,2,0,1,1,0.8930348258706468,8.65880559454539,0
2310,1,0,1,0,0,1,1,0.7487562189054726,8.465373442686442,0
6302,1,0,1,0,0,1,3,0.6601990049751243,4.437934266612178,1
5028,0,0,1,0,1,0,1,0.019900497512437804,7.356854424110363,0
1333,0,0,1,2,1,0,2,0.06865671641791044,6.553933404025811,0
861,1,0,1,2,0,1,3,0.3597014925373134,4.73707525686803,1
423,0,0,0,1,0,1,3,0.1129353233830846,5.700610783490566,0
6966,1,0,1,2,0,1,2,0.546268656716418,7.17468602426429,0
54,0,1,1,0,0,1,2,0.763681592039801,7.021351785564677,1
6494,1,0,1,0,1,0,3,0.014925373134328346,5.6502058737528085,0
5180,0,0,1,2,2,0,0,0.6800995024875621,8.756288828944374,0
4675,1,0,1,2,2,0,0,0.9049751243781096,8.971867423536949,0
5354,0,0,1,0,0,1,1,0.5616915422885572,8.06703924718298,0
6384,0,1,1,0,2,0,2,0.7577114427860697,8.720321772891186,0
3141,0,1,1,0,2,1,2,0.363681592039801,6.594823772276905,0
129,1,1,1,0,0,0,2,0.5681592039800994,5.610935924289849,0
187,1,0,1,2,2,0,3,0.46517412935323377,7.836685791202728,0
7001,1,1,1,0,0,1,2,0.5587064676616916,6.979424565672496,1
207,1,0,1,0,0,1,3,0.3014925373134328,3.882594194737334,1
655,1,0,1,2,2,1,2,0.8034825870646766,8.366009771582208,0
2848,0,0,1,0,2,1,2,0.7487562189054726,8.43805257673444,0
3223,0,0,1,0,0,0,2,0.518905472636816,4.991452474679482,1
6689,1,1,0,1,0,0,2,0.218407960199005,3.6938669956249757,1
2291,1,0,1,2,2,0,1,0.6512437810945274,7.875993091479039,0
2565,1,0,1,0,1,1,3,0.015920398009950265,5.262949222710246,0
2876,0,0,0,1,2,1,2,0.41094527363184075,8.319693020082003,0
4981,0,0,1,2,2,0,1,0.9636815920398009,8.854829036496751,0
4717,1,0,1,2,2,0,1,0.9562189054726368,8.664077535251451,0
3495,0,0,1,0,0,1,1,0.26218905472636816,4.388878109622984,1
3551,0,1,0,1,2,1,2,0.26616915422885573,7.113671284629721,0
5161,1,1,0,1,2,1,2,0.22786069651741292,4.884315927417586,1
2517,1,1,1,2,2,1,2,0.882089552238806,7.218396755568828,1
5321,1,1,1,2,0,1,2,0.7124378109452736,8.502150617070969,0
5384,0,0,0,1,0,1,0,0.3144278606965174,7.326531401149974,0
1310,0,0,1,2,2,0,3,0.9457711442786069,8.52362247918114,0
76,0,0,1,2,2,0,3,0.6950248756218904,8.617355218315218,0
4453,1,0,1,2,1,0,0,0.06616915422885569,7.086110647506213,0
2232,0,1,1,0,0,1,3,0.86318407960199,7.604520905064794,0
4471,1,0,1,0,1,0,3,0.010945273631840807,7.00270175629109,1
4978,0,0,1,2,1,1,1,0.05970149253731341,7.457580437597137,0
3055,0,1,1,0,0,1,2,0.7582089552238807,7.3206593161872995,1
5410,1,0,1,0,0,1,2,0.4129353233830846,8.146172987341123,0
4507,1,0,0,1,0,0,0,0.06517412935323383,3.2108436531709366,1
3301,1,1,1,2,0,0,2,0.8835820895522387,7.683426701046691,0
4197,1,0,1,0,0,0,3,0.5208955223880596,4.257030144499196,1
4552,1,0,1,2,0,1,2,0.6681592039800995,5.9942107727760074,1
3118,0,0,1,2,2,1,2,0.863681592039801,8.634949560050392,1
2218,1,1,1,0,0,1,0,0.46467661691542295,7.200275628074167,0
6095,1,0,0,1,2,1,2,0.3656716417910447,6.648919781087936,0
2892,0,0,1,0,0,0,0,0.32139303482587056,5.5002372814106195,0
199,0,0,1,0,0,0,3,0.36716417910447763,5.77734267776423,0
5844,0,0,1,0,0,0,2,0.3278606965174129,6.211101959092904,0
1410,0,0,1,2,1,0,3,0.07114427860696515,3.2347491740244907,0
6736,0,0,1,2,0,0,3,0.36019900497512436,8.212771794960158,0
6687,1,0,1,0,2,0,3,0.7651741293532338,7.484340553003962,1
4389,0,0,1,2,0,1,1,0.5746268656716418,7.4863890727533215,0
2679,0,0,1,0,0,1,2,0.25970149253731345,6.832115364773392,0
3958,1,0,1,0,0,0,2,0.5149253731343283,4.248495242049359,1
2430,1,1,1,0,0,1,2,0.5597014925373134,6.407787165216928,1
2498,1,0,1,0,0,1,1,0.2646766169154229,6.076265148800447,1
5324,1,1,1,2,0,1,2,0.5756218905472636,7.445826351638323,1
2614,1,0,1,0,2,0,3,0.42736318407960205,7.6114466734177535,0
1575,1,0,1,0,2,0,3,0.682089552238806,7.570855538189786,0
3412,0,1,1,0,0,1,2,0.707462686567164,6.341769244038871,0
1070,0,0,1,0,1,0,3,0.014427860696517386,5.395217191287996,0
5817,1,0,1,0,1,0,3,0.019900497512437804,3.0081547935525483,0
4636,0,0,1,0,2,0,2,0.5751243781094527,8.600881553301793,0
4851,1,1,1,2,2,1,2,0.8213930348258706,8.142499741974827,0
2075,1,0,1,2,2,1,2,0.5601990049751243,8.011603834445493,0
4525,0,0,1,0,0,1,3,0.5507462686567164,4.298645025734831,1
609,1,0,1,0,0,1,0,0.464179104477612,7.3197324707055245,0
5746,0,1,1,2,0,1,2,0.7681592039800995,5.981666704627871,1
5870,1,0,1,0,2,1,2,0.7179104477611941,5.876754908724047,0
5799,0,0,0,1,2,0,1,0.41840796019900495,8.32093496888341,0
1533,1,0,1,2,0,1,3,0.6328358208955223,8.052519333671391,0
860,1,0,1,2,1,0,3,0.06517412935323383,7.114037473220935,0
163,1,1,1,2,0,1,2,0.5636815920398011,7.742119863957441,1
2879,1,0,1,0,2,0,3,0.5701492537313433,7.627739113495642,0
2208,1,1,1,2,0,0,2,0.8248756218905472,8.227335420514823,0
2865,1,0,1,2,2,1,1,0.6019900497512437,8.211333570512089,0
755,0,0,1,0,1,1,0,0.009950248756218888,2.9575110607337933,0
5165,0,0,1,0,0,1,2,0.7044776119402985,7.542346010082059,0
1067,0,0,1,2,2,0,1,0.96318407960199,8.495989983765135,0
1920,0,1,1,0,0,1,2,0.508457711442786,5.833640461914415,0
5345,1,0,1,0,0,1,2,0.6203980099502486,6.029602943999035,1
3539,1,0,1,2,0,0,1,0.9134328358208955,8.645832637960332,0
2786,1,0,1,0,1,1,1,0.01641791044776117,7.211630531328668,0
1592,0,0,1,0,0,0,1,0.617412935323383,8.025728921128866,1
1958,1,1,1,0,2,1,2,0.7452736318407961,7.710227605656074,1
4790,1,0,1,2,0,1,1,0.7288557213930348,8.082201430549729,0
3533,0,1,1,2,0,0,0,0.6388059701492538,8.377954112324245,1
6952,0,0,0,1,2,1,2,0.41542288557213924,8.357962965845681,0
6131,1,0,1,0,0,1,2,0.2641791044776119,3.8022081394209395,0
5039,0,0,1,0,0,0,3,0.30199004975124377,6.045715961939898,0
6076,1,0,0,1,0,1,0,0.4159203980099502,8.337276740036128,0
3506,0,0,1,2,0,1,1,0.8402985074626866,8.544438640306433,0
4038,0,1,1,0,0,1,2,0.6432835820895523,6.779978724039979,0
4097,0,1,1,0,0,1,2,0.5184079601990049,4.934833580679974,1
4033,0,1,0,1,0,1,2,0.17562189054726368,6.8810518961475875,0
1885,0,1,1,2,2,1,1,0.6407960199004975,7.293051692799774,0
6590,0,0,1,0,1,1,3,0.015920398009950265,6.6057714218194965,0
6671,0,0,1,0,1,1,3,0.009452736318407956,5.087287645617338,0
1637,1,0,1,2,2,1,1,0.7626865671641792,8.394562173260002,0
75,0,0,1,2,0,1,2,0.553233830845771,6.236858707357012,1
1982,0,0,1,2,2,0,3,0.6203980099502486,5.048573133436648,1
3013,1,0,1,2,2,1,0,0.572636815920398,8.57431993808812,1
4728,0,0,1,2,2,1,2,0.8592039800995025,8.467971434123891,1
1418,0,0,1,2,2,1,2,0.6955223880597016,8.723955296514704,0
5653,0,0,1,0,0,1,1,0.7616915422885572,8.179101644419376,0
924,1,0,1,2,2,1,2,0.8472636815920399,8.79527937019457,1
4276,0,1,1,0,0,0,0,0.3621890547263681,7.512125889151236,0
4875,0,0,1,2,2,0,1,0.6716417910447761,8.736135931665837,0
5314,0,0,1,2,2,1,0,0.4895522388059702,8.413753052875586,0
6781,1,0,1,0,1,0,3,0.02238805970149252,7.191542275465033,0
4187,0,0,1,0,1,1,1,0.019900497512437804,6.762729506931879,0
17,0,1,1,2,0,1,2,0.535820895522388,4.278054044290903,0
1369,0,0,1,0,0,1,2,0.7179104477611941,5.125153747538848,1
6321,0,0,1,0,1,0,0,0.011940298507462671,7.172808233373557,0
4419,0,0,0,1,0,1,2,0.2656716417910448,6.904600307288836,0
3244,0,1,1,0,2,0,0,0.7835820895522387,8.768869776332734,0
346,1,0,1,2,2,1,1,0.4432835820895522,7.731382325992873,0
3642,1,0,1,0,0,0,3,0.26218905472636816,6.524149505226866,0
2880,0,1,1,0,0,1,2,0.7054726368159204,6.353238966591413,0
126,1,0,1,2,2,1,0,0.6621890547263681,5.918625000931025,1
428,0,1,0,1,0,1,2,0.23532338308457706,6.733520932370801,1
3182,0,0,1,0,0,1,0,0.6169154228855721,6.740519359606223,1
2335,0,1,1,2,0,1,2,0.3567164179104477,6.790097235513905,0
6333,1,0,1,2,0,1,2,0.8656716417910447,8.828113160335196,0
6381,1,1,0,1,0,0,1,0.12437810945273631,6.690966493305935,1
6920,1,0,1,2,0,0,2,0.7845771144278606,8.298228396923445,0
6534,1,0,1,0,1,0,3,0.019402985074626844,4.427836170705175,0
3708,0,0,1,0,0,1,0,0.8014925373134327,8.28378463474403,0
60,1,0,1,0,2,0,1,0.3189054726368159,7.965041974123073,0
3660,0,0,1,0,1,1,3,0.02288557213930348,6.851925394021467,0
2500,1,0,1,0,0,1,0,0.5736318407960199,7.224789821710875,0
683,1,0,1,0,2,0,0,0.7786069651741293,6.199595978301688,1
6395,1,0,1,0,0,1,0,0.4149253731343284,7.2485040723706105,0
5181,0,0,1,0,1,0,3,0.008955223880596996,2.952302715626655,0
6728,1,0,1,2,2,1,1,0.8,8.8483441522719,0
2451,1,0,1,2,2,1,1,0.9388059701492536,9.002904063503689,0
4642,1,0,1,0,1,0,3,0.023383084577114438,6.537053850810264,0
159,1,0,1,2,0,1,2,0.6706467661691543,5.201255653704905,1
4329,1,0,0,1,0,0,3,0.17412935323383083,6.722389092001957,0
1927,0,0,1,2,2,1,1,0.8109452736318408,8.632020752846977,0
4862,1,0,1,0,0,1,1,0.7746268656716417,8.201605349710748,0
5083,0,0,1,2,2,0,1,0.6651741293532337,8.20583299160988,0
4355,1,0,0,1,0,0,3,0.07064676616915422,3.232778730037192,0
6751,0,0,1,2,2,1,0,0.8626865671641791,7.850298382000358,1
1976,0,0,1,2,2,0,2,0.7104477611940299,8.57710226317013,0
4023,1,0,1,2,2,0,2,0.681592039800995,7.251522272620085,0
4001,0,0,1,0,2,1,0,0.6761194029850747,8.113441614374814,0
4894,1,0,1,0,0,0,3,0.32238805970149254,3.9249392306946924,1
5819,1,1,0,1,2,1,0,0.46318407960199004,8.46217718686008,0
3646,1,0,1,2,0,1,1,0.7223880597014924,4.50920979484218,1
4657,1,0,1,2,2,1,0,0.8940298507462686,8.530593011479255,0
